Gene_acc,Gene_id,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,Desc
3838,Tb927.6.1610,202060.0,205990.0,213460.0,224350.0,179550.0,172410.0,160250.0,148300.0,171820.0,170680.0,"ribosomal RNA adenine dimethylase family protein, conserved"
3839,Tb927.6.1620,15571.0,11692.0,14567.0,16663.0,15035.0,11579.0,11230.0,11063.0,13427.0,11291.0,"Zn-finger in Ran binding protein and others, putative"
3840,Tb927.6.1630,47167.0,48162.0,46006.0,46159.0,43890.0,34462.0,38690.0,29255.0,40029.0,39211.0,"hypothetical protein, conserved"
3841,Tb927.6.1650,1440300.0,1394600.0,1479500.0,1376600.0,1353900.0,1049600.0,1113800.0,969940.0,1175100.0,1166700.0,"single strand-specific nuclease, putative"
3842,Tb927.6.1660,3047300.0,3193200.0,3434600.0,3264400.0,3071300.0,2456700.0,2585400.0,2146200.0,2520400.0,2507800.0,"hypothetical protein, conserved"
3843,Tb927.6.1670,226750.0,228410.0,231760.0,242920.0,231040.0,179520.0,215370.0,180810.0,212670.0,193730.0,PAB-dependent poly(A)-specific ribonuclease subunit PAN2 (pseudogene)
3844,Tb927.6.1680,360200.0,341960.0,395550.0,369720.0,355210.0,286280.0,296880.0,257490.0,301170.0,319710.0,mitochondrial RNA binding protein 1
3845,Tb927.6.1720,231490.0,256460.0,243010.0,260700.0,238970.0,187080.0,195260.0,160800.0,191770.0,182930.0,"hypothetical protein, conserved"
3846,Tb927.6.1730,1436500.0,1508200.0,1597400.0,1606200.0,1461500.0,1101300.0,1202800.0,989060.0,1181100.0,1182100.0,"hypothetical protein, conserved"
3847,Tb927.6.1740,10491.0,8894.1,9089.6,10642.0,10506.0,6188.0,8073.6,4223.8,8603.1,7975.5,"Sad1 / UNC-like C-terminal, putative"
3848,Tb927.6.1750,546450.0,569970.0,574540.0,597520.0,522090.0,442340.0,467940.0,404770.0,483800.0,519720.0,"Rab-GTPase-TBC domain containing protein, putative"
3849,Tb927.6.1760,28029.0,30388.0,31923.0,33524.0,25867.0,18733.0,23172.0,22818.0,23562.0,24353.0,KU80 protein
3850,Tb927.6.1770,4448300.0,4227500.0,4793900.0,4519700.0,4312100.0,3053400.0,3507700.0,2796200.0,3750400.0,3423300.0,"kinesin, putative"
3851,Tb927.6.1780,157480.0,162500.0,169480.0,155730.0,167520.0,113740.0,125790.0,133700.0,136620.0,163980.0,"mitogen activated protein kinase 4, putative"
3852,Tb927.6.1800,8049100.0,8158600.0,8358400.0,8247100.0,7970500.0,5824500.0,6546600.0,5455800.0,6535400.0,6135700.0,"protein phosphatase 2C, putative"
3853,Tb927.6.1810,182230.0,174330.0,173920.0,184690.0,173730.0,133540.0,147710.0,125780.0,158650.0,150070.0,"Alpha/beta hydrolase family, putative"
3854,Tb927.6.1830,445700.0,451840.0,474130.0,474520.0,438350.0,342510.0,370520.0,305870.0,347340.0,338610.0,"Cleavage stimulation factor subunit 50, putative"
3855,Tb927.6.1850,274890.0,243660.0,253610.0,287890.0,264840.0,202750.0,197920.0,178420.0,222270.0,207600.0,quiescin sulfhydryl oxidase
3856,Tb927.6.1860,13946.0,21145.0,25026.0,21498.0,19968.0,17339.0,10733.0,14308.0,22285.0,18507.0,conserved protein
3857,Tb927.6.1870,726670.0,729710.0,773180.0,769030.0,696580.0,557130.0,558550.0,472110.0,610050.0,620250.0,Eukaryotic translation initiation factor 4E-4
3858,Tb927.6.1880,6146500.0,6408600.0,6881700.0,6668400.0,6102000.0,4757400.0,5179400.0,4176400.0,5037400.0,4893100.0,"aspartyl-tRNA synthetase, putative"
3859,Tb927.6.1890,122130.0,110250.0,114760.0,126680.0,94985.0,87221.0,94172.0,60985.0,109430.0,104440.0,"hypothetical protein, conserved"
3860,Tb927.6.1900,949860.0,980820.0,1028900.0,1049000.0,944360.0,784370.0,748630.0,588880.0,814580.0,853800.0,"essential nuclear protein 1, putative"
3861,Tb927.6.1910,160990.0,179610.0,177920.0,176130.0,184870.0,119120.0,142080.0,106750.0,138940.0,134120.0,"hypothetical protein, conserved"
3862,Tb927.6.1920,1628100.0,1883200.0,1746000.0,1833000.0,1614500.0,1292300.0,1192700.0,1136100.0,1314700.0,1363500.0,"hypothetical protein, conserved"
3863,Tb927.6.1940,127390.0,120260.0,116600.0,129890.0,129810.0,94721.0,95964.0,73339.0,97201.0,96865.0,"leucine-rich repeat protein (LRRP), putative"
3864,Tb927.6.1950,2245200.0,2390800.0,2410100.0,2367800.0,2291900.0,1720000.0,1959900.0,1560200.0,1994100.0,1925300.0,"N-acetyltransferase B complex (NatB) non catalytic subunit, putative"
3865,Tb927.6.1960,378920.0,375970.0,393780.0,392640.0,388310.0,286650.0,298010.0,269600.0,331120.0,308390.0,"glycosyltransferase family 28 protein, putative"
3866,Tb927.6.1970,83791.0,77274.0,75866.0,96517.0,76411.0,60459.0,61544.0,63722.0,68499.0,68051.0,nuclear cap binding protein
3867,Tb927.6.1980,439190.0,435030.0,539890.0,480780.0,455760.0,368620.0,394290.0,269490.0,446620.0,405310.0,"LMBR1-like membrane protein, putative"
3868,Tb927.6.1990,2806300.0,2895900.0,2863800.0,2995900.0,2686800.0,1992500.0,2168300.0,2001600.0,2092100.0,2162300.0,"hypothetical protein, conserved"
3869,Tb927.6.2000,497190.0,487520.0,536620.0,514460.0,451860.0,370920.0,420170.0,287590.0,430360.0,427530.0,"spliceosome-associated protein, putative"
3870,Tb927.6.2010,779600.0,842060.0,900130.0,861580.0,845510.0,652520.0,716250.0,591130.0,720850.0,785590.0,"acyl-CoA synthetase, putative"
3871,Tb927.6.2020,124350.0,127650.0,134180.0,133710.0,117460.0,97976.0,106920.0,96992.0,102590.0,103730.0,Bardet-Biedl syndrome 2 protein
3872,Tb927.6.2040,34264.0,35106.0,33138.0,36203.0,35251.0,23572.0,25797.0,24876.0,24758.0,28981.0,"nitrate reductase, putative"
3873,Tb927.6.2050,99321.0,90463.0,110090.0,114220.0,115340.0,87720.0,86769.0,79768.0,104160.0,88001.0,Ribosome biogenesis regulatory protein RRS1
3874,Tb927.6.2060,4812300.0,5147800.0,5069200.0,5128200.0,4773000.0,3718200.0,4022200.0,3488500.0,4133300.0,4005200.0,histidyl-tRNA synthetase
3875,Tb927.6.2080,56119.0,55696.0,54136.0,54151.0,65292.0,46022.0,54004.0,43549.0,47009.0,53733.0,"Mitochondrial SSU ribosomal protein, putative"
3876,Tb927.6.2090,1415000.0,1444500.0,1440600.0,1467800.0,1384100.0,1065400.0,1167700.0,1011800.0,1131000.0,1195900.0,"pdz domain containing protein, putative"
3877,Tb927.6.2120,145100.0,131340.0,145630.0,160170.0,134940.0,100460.0,92575.0,71136.0,116300.0,113050.0,"hypothetical protein, conserved"
3878,Tb927.6.2130,678190.0,602990.0,650240.0,661570.0,579330.0,429810.0,464640.0,409090.0,531270.0,505290.0,"nuclear movement protein, putative"
3879,Tb927.6.2140,289660.0,299690.0,304660.0,304110.0,275810.0,220810.0,245800.0,200240.0,271630.0,267610.0,"hypothetical protein, conserved"
3880,Tb927.6.2150,532800.0,593890.0,595940.0,565120.0,563210.0,461180.0,466960.0,425780.0,481750.0,513530.0,"cell division cycle protein 16 homolog, putative"
3881,Tb927.6.2170,5479100.0,5912200.0,5812800.0,6095100.0,5269100.0,4392000.0,4390000.0,3991500.0,4684500.0,4246000.0,"co-chaperone GrpE, putative"
3882,Tb927.6.2190,28400.0,28951.0,26444.0,29497.0,26730.0,17549.0,21749.0,14346.0,19901.0,18020.0,"hypothetical protein, conserved"
3883,Tb927.6.2200,4256200.0,4219800.0,4561400.0,4636500.0,4421800.0,3102100.0,3389100.0,3249600.0,3835200.0,3483600.0,"DJ-1 family protein, putative"
3884,Tb927.6.2210,3535400.0,3685100.0,3740700.0,3811000.0,3548200.0,2651400.0,2889300.0,2587000.0,2973600.0,3013400.0,"hypothetical protein, conserved"
3885,Tb927.6.2220,604330.0,645690.0,653970.0,682940.0,626100.0,505940.0,515450.0,480530.0,474750.0,519720.0,"hypothetical protein, conserved"
3886,Tb927.6.2230,2834500.0,2800800.0,2919600.0,2766800.0,2660800.0,2040100.0,2424400.0,1977300.0,2355400.0,2580000.0,RGG protein
3887,Tb927.6.2250,1389000.0,1379300.0,1441500.0,1429000.0,1330600.0,979870.0,1108000.0,960440.0,1090700.0,1104300.0,"rac serine-threonine kinase, putative"
3888,Tb927.6.2320,339250.0,355600.0,378670.0,358870.0,360460.0,244970.0,235200.0,226410.0,271670.0,254790.0,"hypothetical protein, conserved"
3889,Tb927.6.2330,437590.0,456900.0,462220.0,483210.0,448260.0,327090.0,374990.0,339980.0,344770.0,355620.0,RGG protein
3890,Tb927.6.2340,1552600.0,1449300.0,1494000.0,1507400.0,1340700.0,866140.0,1151500.0,988100.0,1029400.0,1048900.0,"prefoldin subunit, putative"
3891,Tb927.6.2350,68885.0,72934.0,79869.0,81394.0,69259.0,61170.0,63948.0,52188.0,64502.0,65937.0,"50S ribosome-binding GTPase, putative"
3893,Tb927.6.2360,3060600.0,3270400.0,3201100.0,3457300.0,3081100.0,2549800.0,2837500.0,2515900.0,2812800.0,2755200.0,"adenosine kinase, putative"
3894,Tb927.6.2370,268180.0,263100.0,292110.0,288520.0,254790.0,214730.0,225980.0,191910.0,234530.0,251490.0,"ubiquitin-protein ligase, putative"
3895,Tb927.6.2380,41817.0,35889.0,39190.0,36839.0,35749.0,30604.0,36159.0,25780.0,34539.0,32523.0,"hypothetical protein, conserved"
3896,Tb927.6.2400,291960.0,352430.0,330870.0,348860.0,340890.0,259030.0,261280.0,248600.0,272390.0,270090.0,Gamma-tubulin complex component 4
3897,Tb927.6.2420,1340300.0,1442800.0,1445500.0,1428200.0,1369900.0,1031500.0,1131100.0,956390.0,1180300.0,1086200.0,p22 protein precursor
3898,Tb927.6.2430,12511.0,16591.0,19331.0,14601.0,15732.0,12130.0,12119.0,11946.0,14322.0,14703.0,"hypothetical protein, conserved"
3899,Tb927.6.2440,440040.0,408320.0,469720.0,440620.0,430690.0,315510.0,340120.0,284790.0,400830.0,348120.0,"Mo25-like, putative"
3900,Tb927.6.2450,88196.0,92988.0,82088.0,89500.0,83097.0,72556.0,76637.0,61565.0,79809.0,75878.0,"Protein kinase B, putative"
3901,Tb927.6.2460,3436900.0,3704400.0,3434400.0,3495300.0,3279600.0,2545300.0,2888600.0,2597500.0,2802100.0,2776700.0,"ubiquitin fusion degradation protein 2, putative"
3902,Tb927.6.2480,16431.0,19252.0,20225.0,16813.0,21729.0,15361.0,16045.0,15457.0,17037.0,15015.0,"chaperone protein DnaJ, putative"
3903,Tb927.6.2490,431460.0,441390.0,479750.0,487800.0,465920.0,399760.0,457050.0,370200.0,456160.0,437710.0,succinate dehydrogenase subunit 7
3904,Tb927.6.2510,115150.0,125940.0,112810.0,115000.0,102440.0,94445.0,94660.0,57208.0,98576.0,100750.0,"Succinate dehydrogenase assembly factor 2, mitochondrial"
3905,Tb927.6.2520,443990.0,452660.0,485920.0,509090.0,462990.0,338000.0,391700.0,296140.0,391710.0,401520.0,"hypothetical protein, conserved"
3906,Tb927.6.2540,153220.0,170010.0,156290.0,165140.0,160930.0,129510.0,135340.0,133620.0,129040.0,134090.0,"DREV methyltransferase, putative"
3907,Tb927.6.2550,1749000.0,1629600.0,1862700.0,1757900.0,1617500.0,1229300.0,1346300.0,995070.0,1435600.0,1362700.0,"RNA-binding protein, putative"
3908,Tb927.6.2560,256160.0,264980.0,267640.0,274170.0,246710.0,194580.0,208260.0,181200.0,180050.0,204310.0,"hypothetical protein, conserved"
3909,Tb927.6.2570,179720.0,169100.0,216150.0,177690.0,179120.0,135030.0,148760.0,99311.0,168570.0,146970.0,SUMO-interacting motif-containing protein
3910,Tb927.6.2600,489520.0,544530.0,510640.0,570810.0,528960.0,401220.0,414090.0,365580.0,423710.0,438670.0,"Protein of unknown function (DUF1077), putative"
3911,Tb927.6.2620,138790.0,139650.0,137940.0,146040.0,148240.0,114590.0,124610.0,116520.0,133750.0,140280.0,"hypothetical protein, conserved"
3912,Tb927.6.2640,3264200.0,3473300.0,3520100.0,3502300.0,3273600.0,2478600.0,2876100.0,2404800.0,2812900.0,2717500.0,"importin alpha subunit, putative"
3913,Tb927.6.2650,194740.0,196850.0,191230.0,190980.0,193100.0,145840.0,145360.0,126290.0,152210.0,139780.0,nucleolar mif4g domain-containing protein 1
3914,Tb927.6.2690,1324200.0,1303300.0,1399300.0,1369600.0,1293300.0,918640.0,1030200.0,886470.0,1082900.0,1042700.0,"ubiquitin carboxyl-terminal hydrolase, putative"
3915,Tb927.6.2700,292980.0,339460.0,301110.0,351100.0,319520.0,236430.0,262300.0,293890.0,226460.0,237860.0,small nuclear ribonucleoprotein Sm-E
3916,Tb927.6.2710,1178300.0,1100500.0,1294900.0,1098900.0,1208100.0,822170.0,922500.0,710800.0,1009700.0,925770.0,"E3 ubiquitin-protein ligase HEL2, putative"
3917,Tb927.6.2720,1314900.0,1418400.0,1422500.0,1435500.0,1302800.0,993310.0,1172700.0,960920.0,1111000.0,1185600.0,"calcium-binding protein, putative"
3918,Tb927.6.2730,31951.0,36059.0,37697.0,35837.0,33570.0,28061.0,24500.0,22413.0,27371.0,29818.0,"hypothetical protein, conserved"
3919,Tb927.6.2740,1368700.0,1161000.0,1384700.0,1288500.0,1379200.0,882540.0,1036200.0,815890.0,1189700.0,1100700.0,pyridoxal kinase
3920,Tb927.6.2760,200320.0,204670.0,205980.0,206480.0,197950.0,154320.0,158280.0,154090.0,164680.0,169990.0,"hypothetical protein, conserved"
3921,Tb927.6.2770,301500.0,279000.0,304590.0,328860.0,292090.0,259840.0,230680.0,174530.0,264350.0,272400.0,Vacuolar assembly protein vps41
3922,Tb927.6.2780,395700.0,397300.0,424800.0,438240.0,384000.0,323030.0,347930.0,256820.0,348110.0,329920.0,"U3 small nuclear ribonucleoprotein (snRNP), putative"
3923,Tb927.6.2790,10409000.0,10526000.0,11504000.0,10438000.0,10560000.0,8032700.0,9411300.0,7563900.0,9131900.0,8832700.0,L-threonine 3-dehydrogenase
3924,Tb927.6.2800,63934.0,67982.0,84811.0,83020.0,74756.0,57776.0,61826.0,55866.0,72792.0,65649.0,"hypothetical protein, conserved"
3925,Tb927.6.2810,111710.0,122750.0,131520.0,139400.0,119370.0,104860.0,108240.0,102560.0,102040.0,107610.0,"ABC transporter, putative"
3926,Tb927.6.2820,50285.0,36630.0,51261.0,55641.0,41310.0,31446.0,28155.0,20301.0,42262.0,36934.0,"hypothetical protein, conserved"
3927,Tb927.6.2830,361680.0,343530.0,362340.0,339130.0,332050.0,268660.0,278670.0,221290.0,294150.0,276890.0,"GTPase activating protein, conserved"
3928,Tb927.6.2840,86541.0,90648.0,110000.0,96334.0,84810.0,62530.0,74317.0,57859.0,83168.0,73665.0,"Serine/threonine-protein kinase RIO2, putative"
3929,Tb927.6.2850,240690.0,268660.0,240310.0,240910.0,229310.0,166160.0,188810.0,177050.0,187740.0,181910.0,"ESAG8-associated protein, putative"
3930,Tb927.6.2860,2910100.0,3632900.0,3129200.0,3018800.0,3481400.0,2195600.0,3026500.0,3268700.0,2260200.0,2232700.0,"WD domain, G-beta repeat, putative"
3931,Tb927.6.2880,1327600.0,1384100.0,1460900.0,1394600.0,1351600.0,1065200.0,1148200.0,975410.0,1192200.0,1192700.0,"kinesin, putative"
3932,Tb927.6.2900,215070.0,222280.0,253940.0,240380.0,245570.0,191650.0,188410.0,140880.0,195210.0,202000.0,dendritic cell-derived IFNG-induced protein
3933,Tb927.6.2910,3599.1,3579.8,3411.1,3109.5,4197.6,4103.9,3585.6,2268.3,2911.0,2737.3,"RNA pseudouridylate synthase, putative"
3934,Tb927.6.2930,2521900.0,2760300.0,2669800.0,2760800.0,2569800.0,1982100.0,1971200.0,1818900.0,2117200.0,2134200.0,"ATPase family associated with various cellular activities (AAA), putative"
3935,Tb927.6.2940,584700.0,656790.0,686340.0,623120.0,628230.0,465310.0,553030.0,533600.0,562630.0,547120.0,"phosphopantothenoylcysteine decarboxylase, putative"
3936,Tb927.6.2960,22094.0,26454.0,23600.0,29019.0,27051.0,19560.0,22516.0,26989.0,23381.0,22896.0,"epsilon-adaptin, putative"
3937,Tb927.6.2970,126110.0,122210.0,120200.0,126790.0,127520.0,89044.0,94825.0,82707.0,108620.0,104980.0,"pseudouridine synthase A-like protein, putative"
3938,Tb927.6.2980,45926.0,41160.0,44123.0,42343.0,40046.0,27033.0,26468.0,22012.0,31221.0,34270.0,"Eukaryotic translation initiation factor 2-alpha kinase 3, putative"
3939,Tb927.6.2990,45672.0,51233.0,49291.0,49295.0,39441.0,37534.0,36364.0,29665.0,39372.0,41159.0,"Putative papain-like cysteine peptidase (DUF1796), putative"
3940,Tb927.6.3000,463090.0,473450.0,454490.0,497980.0,470000.0,353230.0,405890.0,321660.0,415350.0,386940.0,"sphingolipid delta 4 desaturase, putative"
3941,Tb927.6.3010,326980.0,303070.0,339830.0,324530.0,317640.0,229870.0,260400.0,213280.0,282100.0,263560.0,"PH domain containing protein, putative"
3942,Tb927.6.3020,380260.0,354050.0,413950.0,412270.0,375050.0,270900.0,310360.0,242910.0,319960.0,302490.0,"hypothetical protein, conserved"
3943,Tb927.6.3030,322170.0,298490.0,341730.0,305680.0,317360.0,210510.0,259400.0,216780.0,276660.0,261900.0,"hypothetical protein, conserved"
3944,Tb927.6.3040,1436900.0,1502000.0,1490300.0,1516400.0,1436200.0,1015000.0,1156100.0,1027300.0,1063400.0,1155800.0,"small GTP-binding protein Rab28, putative"
3945,Tb927.6.3050,3048100.0,3109300.0,3399800.0,3313900.0,3122700.0,2395500.0,2629900.0,2168200.0,2834700.0,2738600.0,"Aldehyde dehydrogenase 3, putative"
3946,Tb927.6.3070,205420.0,210660.0,236770.0,216550.0,241830.0,167910.0,198020.0,142280.0,198520.0,162880.0,"hypothetical protein, conserved"
3947,Tb927.6.3080,19825.0,13493.0,20576.0,16029.0,16880.0,12000.0,13935.0,6028.8,14859.0,13958.0,hypothetical protein
3948,Tb927.6.3090,1938100.0,1987000.0,2021500.0,2119200.0,1929300.0,1416400.0,1605500.0,1362400.0,1611300.0,1692200.0,microtubule associated protein xmap215
3949,Tb927.6.3100,1580500.0,1635300.0,1651200.0,1680800.0,1581400.0,1205300.0,1431100.0,1221500.0,1307200.0,1316900.0,"Intraflagellar transport complex B protein 46 C terminal, putative"
3950,Tb927.6.3110,671830.0,698740.0,723520.0,733210.0,668280.0,531930.0,553530.0,471740.0,570900.0,591680.0,"cdc2-related protein kinase 11, putative"
3951,Tb927.6.3120,993010.0,1129700.0,985340.0,1054900.0,971150.0,881510.0,880060.0,832840.0,868740.0,867100.0,"chaperone protein DnaJ, putative"
3952,Tb927.6.3130,772190.0,824420.0,864390.0,868640.0,857600.0,579250.0,701370.0,562170.0,704670.0,709740.0,"queuine tRNA-ribosyltransferase, putative"
3953,Tb927.6.3140,225190.0,232060.0,255810.0,244830.0,244440.0,213160.0,203540.0,180420.0,204080.0,188370.0,Ubiquitin-like protein 11
3954,Tb927.6.3150,5731800.0,6024200.0,6263400.0,6336100.0,5841200.0,4583400.0,4945900.0,4153500.0,5013600.0,5201800.0,Hydin
3955,Tb927.6.3160,830930.0,844440.0,856280.0,882920.0,844410.0,669240.0,681030.0,592900.0,683550.0,691430.0,"splicing factor 3a, putative"
3956,Tb927.6.3170,145390.0,146580.0,141810.0,138540.0,144460.0,91374.0,112710.0,103010.0,125030.0,110210.0,"hypothetical protein, conserved"
3957,Tb927.6.3180,80495.0,95066.0,96779.0,90260.0,96162.0,68102.0,66740.0,73309.0,76079.0,74365.0,"hypothetical protein, conserved"
3958,Tb927.6.3190,82874.0,84368.0,86772.0,80730.0,76496.0,55208.0,67002.0,60713.0,66816.0,71907.0,"hypothetical protein, conserved"
3959,Tb927.6.3210,268130.0,307960.0,353630.0,319860.0,276970.0,215210.0,258090.0,216000.0,276340.0,278680.0,"Adenylate kinase, nuclear"
3960,Tb927.6.3220,396950.0,396080.0,417590.0,393440.0,386610.0,267910.0,324290.0,271640.0,311610.0,303800.0,"hypothetical protein, conserved"
3961,Tb927.6.3240,212990.0,219640.0,222810.0,223280.0,220210.0,156500.0,311660.0,137090.0,156160.0,173260.0,"hypothetical protein, conserved"
3962,Tb927.6.3250,595400.0,602670.0,622930.0,602210.0,619310.0,447140.0,525980.0,448600.0,492640.0,509310.0,"C2H2 type zinc-finger (2 copies), putative"
3963,Tb927.6.3260,121320.0,121560.0,121530.0,131820.0,125780.0,88687.0,105860.0,87998.0,101720.0,102470.0,"hypothetical protein, conserved"
3964,Tb927.6.3280,553860.0,548040.0,561300.0,599140.0,560910.0,448700.0,450730.0,372340.0,485100.0,487300.0,"cyclosome subunit 1, putative"
3965,Tb927.6.3290,1420000.0,1170000.0,1609200.0,1335500.0,1286400.0,997650.0,1033700.0,918330.0,1187100.0,1004300.0,intraflagellar transport protein 20
3966,Tb927.6.3310,1194500.0,1200000.0,1306200.0,1281800.0,1186700.0,954970.0,1032500.0,880540.0,1048200.0,1005100.0,"cysteine peptidase, Clan CA, family C2, putative"
3967,Tb927.6.3330,66857.0,83653.0,74467.0,87131.0,75379.0,50494.0,63067.0,60112.0,62705.0,61951.0,"hypothetical protein, conserved"
3968,Tb927.6.3340,1010500.0,897730.0,1067100.0,1082900.0,966530.0,703570.0,797240.0,504570.0,851930.0,840630.0,"Domain of unknown function (DUF814), putative"
3969,Tb927.6.3350,191480.0,199830.0,217140.0,210010.0,190810.0,156200.0,161620.0,149640.0,163720.0,166970.0,"hypothetical protein, conserved"
3970,Tb927.6.3360,83624.0,89265.0,102660.0,85222.0,91652.0,64235.0,67572.0,64795.0,69279.0,72506.0,"hypothetical protein, conserved"
3971,Tb927.6.3420,11143.0,9581.4,7177.2,10506.0,9206.5,10230.0,7840.1,7988.9,9903.3,10322.0,Mitoribosomal LSU assembly factor 9
3972,Tb927.6.3450,453740.0,454720.0,485810.0,511430.0,482500.0,381780.0,374070.0,299560.0,386710.0,390990.0,"hypothetical protein, conserved"
3973,Tb927.6.3460,3669.2,4093.1,4413.7,3782.8,4354.7,3740.4,3299.1,4617.2,3326.3,4145.9,"hypothetical protein, conserved"
3974,Tb927.6.3480,106190.0,118850.0,116900.0,108920.0,113160.0,90967.0,96500.0,85221.0,105900.0,89484.0,"RNA-binding protein, putative"
3975,Tb927.6.3500,11077000.0,11063000.0,11588000.0,11734000.0,10946000.0,8621400.0,9553900.0,7869200.0,9970200.0,9618700.0,"endosomal trafficking protein RME-8, putative"
3976,Tb927.6.3510,205140.0,207400.0,201540.0,206960.0,206930.0,150030.0,160160.0,112580.0,168060.0,153470.0,"tRNA modification enzyme, putative"
3977,Tb927.6.3530,57368.0,56077.0,51488.0,57607.0,51595.0,35789.0,39803.0,38556.0,35880.0,46980.0,"hypothetical protein, conserved"
3978,Tb927.6.3540,311300.0,379910.0,378770.0,354620.0,348730.0,276280.0,312730.0,262240.0,288740.0,292980.0,"zinc-finger protein, conserved"
3979,Tb927.6.3550,623110.0,574060.0,610680.0,653200.0,548690.0,458320.0,488130.0,366410.0,524480.0,531170.0,"phospholipid-translocating P-type ATPase (flippase), putative"
3980,Tb927.6.3580,27712.0,27659.0,30501.0,21382.0,25201.0,16050.0,19809.0,17922.0,23117.0,18642.0,"ATP-dependent DEAD/H DNA helicase recQ, putative"
3981,Tb927.6.3590,34647.0,38530.0,41471.0,43640.0,41505.0,31882.0,30113.0,32849.0,28930.0,30178.0,"hypothetical protein, conserved"
3982,Tb927.6.3600,154650.0,158060.0,159570.0,160760.0,155420.0,122920.0,126350.0,96902.0,141430.0,128220.0,Mitoribosomal LSU assembly factor 24
3983,Tb927.6.3610,533070.0,559110.0,572010.0,582530.0,567220.0,431640.0,437220.0,393570.0,461020.0,469890.0,"SET domain containing protein, putative"
3984,Tb927.6.3630,1405000.0,1397000.0,1444300.0,1418700.0,1327400.0,1046400.0,1144300.0,1026600.0,1150800.0,1108700.0,"sphingosine 1-phosphate lyase, putative"
3985,Tb927.6.3640,1712000.0,1663000.0,1846700.0,1761600.0,1715700.0,1256300.0,1361000.0,1039200.0,1479500.0,1479600.0,"zinc finger of C3HC4-type, RING/B-box zinc finger, putative"
3986,Tb927.6.3650,3816500.0,3943300.0,4065600.0,4093300.0,3754000.0,2874700.0,3271300.0,2860000.0,3362800.0,3011500.0,"ADP-ribosylation factor-like protein 3C, putative"
3987,Tb927.6.3670,3016700.0,2954400.0,3058300.0,3141900.0,2902600.0,2348800.0,2508400.0,2100200.0,2599000.0,2555500.0,"paraflagellar rod component, putative"
3988,Tb927.6.3690,546080.0,564020.0,589280.0,578200.0,531960.0,447730.0,446480.0,409170.0,479550.0,486000.0,"pre-mRNA cleavage complex II Clp1-like, conserved"
3989,Tb927.6.3700,30347.0,29229.0,27666.0,32405.0,29335.0,16771.0,28004.0,20337.0,21318.0,21322.0,"peptidyl-tRNA hydrolase PTH2, putative"
3990,Tb927.6.3710,188880.0,173500.0,179000.0,180170.0,170940.0,134150.0,152940.0,116920.0,156200.0,142230.0,"hypothetical protein, conserved"
3991,Tb927.6.3720,101930.0,108610.0,104370.0,116310.0,105650.0,84847.0,84911.0,75202.0,92950.0,91884.0,"hypothetical protein, conserved"
3992,Tb927.6.3800,56499000.0,53009000.0,57386000.0,56247000.0,51372000.0,41077000.0,46424000.0,35980000.0,46233000.0,45595000.0,"heat shock 70 kDa protein, mitochondrial precursor, putative"
3993,Tb927.6.3780,605700.0,590320.0,638190.0,617610.0,598080.0,441930.0,499340.0,405640.0,571310.0,483130.0,"E3 ubiquitin-protein ligase, putative"
3994,Tb927.6.3790,182770.0,187410.0,178920.0,196670.0,180990.0,138710.0,138790.0,130610.0,140360.0,149330.0,"valosin-containing protein homolog, putative"
3995,Tb927.6.3810,102780.0,104340.0,130300.0,117000.0,117440.0,88439.0,94748.0,81628.0,100800.0,96099.0,"hypothetical protein, conserved"
3996,Tb927.6.3820,582710.0,631550.0,621050.0,653120.0,638390.0,494110.0,519670.0,470350.0,522930.0,513420.0,"hypothetical protein, conserved"
3997,Tb927.6.3840,1863600.0,1823000.0,1837500.0,2073100.0,1629800.0,1849100.0,1871800.0,1596600.0,1817700.0,2164300.0,reticulon domain protein
3998,Tb927.6.3860,447240.0,452240.0,562580.0,582430.0,454650.0,376750.0,430870.0,289700.0,446900.0,505470.0,"leucyl/phenylalanyl-tRNA protein transferase, putative"
3999,Tb927.6.3870,697480.0,607120.0,784810.0,717850.0,637360.0,487560.0,496840.0,331690.0,592200.0,589560.0,"RNA-binding protein, putative"
4000,Tb927.6.3890,1864600.0,1856900.0,2026200.0,1947900.0,1851400.0,1402800.0,1541100.0,1304100.0,1619300.0,1549500.0,"replication factor C, subunit 2, putative"
4001,Tb927.6.3900,881470.0,940550.0,987160.0,970720.0,869660.0,688100.0,745190.0,646560.0,756150.0,751770.0,"hypothetical protein, conserved"
4002,Tb927.6.3930,148540.0,148770.0,131370.0,177690.0,147800.0,110860.0,114680.0,111530.0,110420.0,111130.0,"LSU ribosomal protein, mitochondrial, putative"
4003,Tb927.6.3940,1963800.0,1899800.0,2222700.0,2218000.0,1897800.0,1406900.0,1603900.0,1413800.0,1725400.0,1589600.0,"Autophagy-related protein 27, putative"
4004,Tb927.6.3950,33998.0,30352.0,29730.0,37582.0,31507.0,23750.0,29312.0,22555.0,29197.0,26457.0,"hypothetical protein, conserved"
4005,Tb927.6.3960,227080.0,263390.0,304000.0,291760.0,250770.0,209980.0,209030.0,173280.0,254000.0,239890.0,Nucleotide sugar transporter 4
4006,Tb927.6.3970,142750.0,124360.0,140230.0,147450.0,129090.0,117730.0,103550.0,76599.0,133920.0,120320.0,"SH3 domain protein, conserved"
